assignment_id,rep_id,fiscal_year,fiscal_quarter,quota_usd,quota_type,effective_date,end_date,version,change_reason,approved_by
QA-000234,REP-014,2024,Q1-2024,294349.13,BOOKINGS,2024-01-01,2024-02-21,1,Initial,MGR-003
QA-000235,REP-014,2024,Q1-2024,565463.29,REVENUE,2024-01-01,2024-02-02,2,Mid-year adjustment,MGR-002
QA-000236,REP-014,2024,Q1-2024,607215.0,ARR,2024-01-01,2024-03-28,3,Mid-year adjustment,MGR-001
QA-000237,REP-014,2024,Q2-2024,227246.81,BOOKINGS,2024-04-01,2024-05-30,1,Initial,MGR-001
QA-000238,REP-014,2024,Q2-2024,814885.1,ARR,2024-04-01,2024-04-22,2,Territory realignment,MGR-003
QA-000239,REP-014,2024,Q2-2024,394152.6,BOOKINGS,2024-04-01,2024-06-28,3,Performance correction,MGR-002
QA-000240,REP-014,2024,Q3-2024,810490.35,BOOKINGS,2024-07-01,2024-09-28,1,Initial,MGR-003
QA-000241,REP-014,2024,Q4-2024,407649.28,BOOKINGS,2024-10-01,2024-11-13,1,Initial,MGR-003
QA-000242,REP-014,2024,Q4-2024,839290.22,ARR,2024-10-01,2024-12-28,2,Performance correction,MGR-001
QA-000243,REP-015,2023,Q1-2023,575438.72,ARR,2023-01-01,2023-03-28,1,Initial,MGR-003
QA-000244,REP-015,2023,Q2-2023,157312.13,ARR,2023-04-01,2023-05-04,1,Initial,MGR-003
QA-000245,REP-015,2023,Q2-2023,380882.83,ARR,2023-04-01,2023-06-28,2,New hire ramp,MGR-003
QA-000246,REP-015,2023,Q3-2023,537556.17,ARR,2023-07-01,2023-08-18,1,Initial,MGR-001
QA-000247,REP-015,2023,Q3-2023,728169.94,ARR,2023-07-01,2023-09-28,2,Annual planning,MGR-003
QA-000248,REP-015,2023,Q4-2023,485837.52,ARR,2023-10-01,2023-11-11,1,Initial,MGR-003
QA-000249,REP-015,2023,Q4-2023,583199.2,ARR,2023-10-01,2023-11-05,2,Mid-year adjustment,MGR-001
QA-000250,REP-015,2023,Q4-2023,645694.87,REVENUE,2023-10-01,2023-12-28,3,New hire ramp,MGR-003
QA-000251,REP-015,2024,Q1-2024,750898.54,ARR,2024-01-01,2024-02-17,1,Initial,MGR-003
QA-000252,REP-015,2024,Q1-2024,785765.68,ARR,2024-01-01,2024-02-27,2,New hire ramp,MGR-002
QA-000253,REP-015,2024,Q1-2024,423369.79,ARR,2024-01-01,2024-03-28,3,Performance correction,MGR-003
QA-000254,REP-015,2024,Q2-2024,766062.48,BOOKINGS,2024-04-01,2024-06-28,1,Initial,MGR-002
QA-000255,REP-015,2024,Q3-2024,635451.46,ARR,2024-07-01,2024-07-31,1,Initial,MGR-003
QA-000256,REP-015,2024,Q3-2024,401751.18,BOOKINGS,2024-07-01,2024-09-28,2,Annual planning,MGR-001
QA-000257,REP-015,2024,Q4-2024,458007.28,ARR,2024-10-01,2024-12-28,1,Initial,MGR-003
QA-000258,REP-016,2023,Q1-2023,385344.78,BOOKINGS,2023-01-01,2023-02-18,1,Initial,MGR-002
QA-000259,REP-016,2023,Q1-2023,735735.37,ARR,2023-01-01,2023-01-24,2,Annual planning,MGR-003
QA-000260,REP-016,2023,Q1-2023,205726.06,BOOKINGS,2023-01-01,2023-03-28,3,Territory realignment,MGR-003
QA-000261,REP-016,2023,Q2-2023,136516.55,BOOKINGS,2023-04-01,2023-06-28,1,Initial,MGR-003
QA-000262,REP-016,2023,Q3-2023,809335.13,BOOKINGS,2023-07-01,2023-09-28,1,Initial,MGR-001
QA-000263,REP-016,2023,Q4-2023,606229.97,BOOKINGS,2023-10-01,2023-10-22,1,Initial,MGR-003
QA-000264,REP-016,2023,Q4-2023,484008.4,BOOKINGS,2023-10-01,2023-11-06,2,Mid-year adjustment,MGR-003
QA-000265,REP-016,2023,Q4-2023,234197.46,REVENUE,2023-10-01,2023-12-28,3,Territory realignment,MGR-003
QA-000266,REP-016,2024,Q1-2024,110424.56,BOOKINGS,2024-01-01,2024-02-07,1,Initial,MGR-001
QA-000267,REP-016,2024,Q1-2024,608360.73,ARR,2024-01-01,2024-03-28,2,Promotion,MGR-001
QA-000268,REP-016,2024,Q2-2024,699199.99,REVENUE,2024-04-01,2024-05-30,1,Initial,MGR-001
QA-000269,REP-016,2024,Q2-2024,244699.46,REVENUE,2024-04-01,2024-04-25,2,Promotion,MGR-002
QA-000270,REP-016,2024,Q2-2024,827825.79,ARR,2024-04-01,2024-06-28,3,Performance correction,MGR-003
QA-000271,REP-016,2024,Q3-2024,687979.52,ARR,2024-07-01,2024-09-28,1,Initial,MGR-003
QA-000272,REP-016,2024,Q4-2024,814565.54,REVENUE,2024-10-01,2024-10-29,1,Initial,MGR-003
QA-000273,REP-016,2024,Q4-2024,721301.07,BOOKINGS,2024-10-01,2024-12-28,2,Promotion,MGR-003
QA-000274,REP-017,2023,Q1-2023,486732.78,REVENUE,2023-01-01,2023-02-07,1,Initial,MGR-002
QA-000275,REP-017,2023,Q1-2023,655503.2,REVENUE,2023-01-01,2023-03-28,2,Territory realignment,MGR-001
QA-000276,REP-017,2023,Q2-2023,436240.02,REVENUE,2023-04-01,2023-05-12,1,Initial,MGR-003
QA-000277,REP-017,2023,Q2-2023,665798.93,ARR,2023-04-01,2023-06-28,2,Mid-year adjustment,MGR-001
QA-000278,REP-017,2023,Q3-2023,109149.01,REVENUE,2023-07-01,2023-08-02,1,Initial,MGR-001
QA-000279,REP-017,2023,Q3-2023,164043.11,ARR,2023-07-01,2023-08-14,2,Mid-year adjustment,MGR-001
QA-000280,REP-017,2023,Q3-2023,172463.31,REVENUE,2023-07-01,2023-09-28,3,New hire ramp,MGR-001
QA-000281,REP-017,2023,Q4-2023,771297.84,BOOKINGS,2023-10-01,2023-12-28,1,Initial,MGR-002
QA-000282,REP-017,2024,Q1-2024,745870.79,BOOKINGS,2024-01-01,2024-03-28,1,Initial,MGR-002
QA-000283,REP-017,2024,Q2-2024,268636.18,REVENUE,2024-04-01,2024-05-08,1,Initial,MGR-003
QA-000284,REP-017,2024,Q2-2024,119360.73,BOOKINGS,2024-04-01,2024-05-15,2,Mid-year adjustment,MGR-003
QA-000285,REP-017,2024,Q2-2024,785861.42,REVENUE,2024-04-01,2024-06-28,3,Annual planning,MGR-002
QA-000286,REP-017,2024,Q3-2024,269807.8,BOOKINGS,2024-07-01,2024-07-29,1,Initial,MGR-002
QA-000287,REP-017,2024,Q3-2024,769420.88,BOOKINGS,2024-07-01,2024-09-28,2,Territory realignment,MGR-002
QA-000288,REP-017,2024,Q4-2024,130509.4,REVENUE,2024-10-01,2024-12-28,1,Initial,MGR-002
QA-000289,REP-018,2023,Q1-2023,444046.9,ARR,2023-01-01,2023-03-28,1,Initial,MGR-001
QA-000290,REP-018,2023,Q2-2023,522690.78,ARR,2023-04-01,2023-05-20,1,Initial,MGR-001
QA-000291,REP-018,2023,Q2-2023,157919.78,REVENUE,2023-04-01,2023-06-28,2,New hire ramp,MGR-001
QA-000292,REP-018,2023,Q3-2023,147970.42,REVENUE,2023-07-01,2023-09-28,1,Initial,MGR-003
QA-000293,REP-018,2023,Q4-2023,503026.16,BOOKINGS,2023-10-01,2023-12-28,1,Initial,MGR-002
QA-000294,REP-018,2024,Q1-2024,675995.27,ARR,2024-01-01,2024-02-24,1,Initial,MGR-001
QA-000295,REP-018,2024,Q1-2024,464880.14,ARR,2024-01-01,2024-01-27,2,Territory realignment,MGR-002
QA-000296,REP-018,2024,Q1-2024,317139.03,ARR,2024-01-01,2024-03-28,3,Performance correction,MGR-002
QA-000297,REP-018,2024,Q2-2024,531481.9,BOOKINGS,2024-04-01,2024-05-12,1,Initial,MGR-002
QA-000298,REP-018,2024,Q2-2024,459888.65,REVENUE,2024-04-01,2024-05-14,2,Mid-year adjustment,MGR-003
QA-000299,REP-018,2024,Q2-2024,279935.03,ARR,2024-04-01,2024-06-28,3,Promotion,MGR-003
QA-000300,REP-018,2024,Q3-2024,571256.27,ARR,2024-07-01,2024-08-30,1,Initial,MGR-002
QA-000301,REP-018,2024,Q3-2024,714569.23,ARR,2024-07-01,2024-09-28,2,Annual planning,MGR-001
QA-000302,REP-018,2024,Q4-2024,672903.05,ARR,2024-10-01,2024-11-29,1,Initial,MGR-003
QA-000303,REP-018,2024,Q4-2024,693827.62,BOOKINGS,2024-10-01,2024-11-03,2,New hire ramp,MGR-002
QA-000304,REP-018,2024,Q4-2024,531947.22,BOOKINGS,2024-10-01,2024-12-28,3,Territory realignment,MGR-001
QA-000305,MGR-001,2023,Q1-2023,716730.22,ARR,2023-01-01,2023-03-28,1,Initial,MGR-001
QA-000306,MGR-001,2023,Q2-2023,771527.22,REVENUE,2023-04-01,2023-05-11,1,Initial,MGR-002
QA-000307,MGR-001,2023,Q2-2023,801581.62,REVENUE,2023-04-01,2023-06-28,2,Territory realignment,MGR-003
QA-000308,MGR-001,2023,Q3-2023,120832.42,BOOKINGS,2023-07-01,2023-08-01,1,Initial,MGR-001
QA-000309,MGR-001,2023,Q3-2023,118764.14,BOOKINGS,2023-07-01,2023-07-21,2,Promotion,MGR-002
QA-000310,MGR-001,2023,Q3-2023,370041.08,BOOKINGS,2023-07-01,2023-09-28,3,Territory realignment,MGR-001
QA-000311,MGR-001,2023,Q4-2023,447332.97,BOOKINGS,2023-10-01,2023-11-29,1,Initial,MGR-003
QA-000312,MGR-001,2023,Q4-2023,858782.33,REVENUE,2023-10-01,2023-10-26,2,New hire ramp,MGR-001
QA-000313,MGR-001,2023,Q4-2023,373199.03,REVENUE,2023-10-01,2023-12-28,3,Promotion,MGR-001
QA-000314,MGR-001,2024,Q1-2024,142158.4,BOOKINGS,2024-01-01,2024-02-02,1,Initial,MGR-003
QA-000315,MGR-001,2024,Q1-2024,171785.09,REVENUE,2024-01-01,2024-01-31,2,Promotion,MGR-001
QA-000316,MGR-001,2024,Q1-2024,648125.7,REVENUE,2024-01-01,2024-03-28,3,New hire ramp,MGR-001
QA-000317,MGR-001,2024,Q2-2024,542711.79,ARR,2024-04-01,2024-05-07,1,Initial,MGR-003
QA-000318,MGR-001,2024,Q2-2024,528213.02,ARR,2024-04-01,2024-04-21,2,New hire ramp,MGR-003
QA-000319,MGR-001,2024,Q2-2024,443390.67,ARR,2024-04-01,2024-06-28,3,Annual planning,MGR-001
QA-000320,MGR-001,2024,Q3-2024,717418.12,ARR,2024-07-01,2024-09-28,1,Initial,MGR-001
QA-000321,MGR-001,2024,Q4-2024,661670.14,REVENUE,2024-10-01,2024-11-09,1,Initial,MGR-001
QA-000322,MGR-001,2024,Q4-2024,418246.21,BOOKINGS,2024-10-01,2024-12-28,2,Performance correction,MGR-002
QA-000323,MGR-002,2023,Q1-2023,174204.69,REVENUE,2023-01-01,2023-01-29,1,Initial,MGR-002
QA-000324,MGR-002,2023,Q1-2023,185614.1,BOOKINGS,2023-01-01,2023-03-28,2,New hire ramp,MGR-001
QA-000325,MGR-002,2023,Q2-2023,551733.42,REVENUE,2023-04-01,2023-06-28,1,Initial,MGR-003
QA-000326,MGR-002,2023,Q3-2023,820240.71,REVENUE,2023-07-01,2023-08-16,1,Initial,MGR-002
QA-000327,MGR-002,2023,Q3-2023,202956.36,BOOKINGS,2023-07-01,2023-09-28,2,Mid-year adjustment,MGR-002
QA-000328,MGR-002,2023,Q4-2023,762498.59,BOOKINGS,2023-10-01,2023-11-02,1,Initial,MGR-001
QA-000329,MGR-002,2023,Q4-2023,158153.21,BOOKINGS,2023-10-01,2023-12-28,2,Annual planning,MGR-002
QA-000330,MGR-002,2024,Q1-2024,520783.65,BOOKINGS,2024-01-01,2024-02-16,1,Initial,MGR-002
QA-000331,MGR-002,2024,Q1-2024,893678.85,BOOKINGS,2024-01-01,2024-02-16,2,Annual planning,MGR-002
QA-000332,MGR-002,2024,Q1-2024,478127.43,REVENUE,2024-01-01,2024-03-28,3,Territory realignment,MGR-003
QA-000333,MGR-002,2024,Q2-2024,539404.78,BOOKINGS,2024-04-01,2024-05-18,1,Initial,MGR-001
QA-000334,MGR-002,2024,Q2-2024,608637.26,BOOKINGS,2024-04-01,2024-06-28,2,Mid-year adjustment,MGR-002
QA-000335,MGR-002,2024,Q3-2024,354006.75,BOOKINGS,2024-07-01,2024-09-28,1,Initial,MGR-002
QA-000336,MGR-002,2024,Q4-2024,767678.5,ARR,2024-10-01,2024-11-27,1,Initial,MGR-003
QA-000337,MGR-002,2024,Q4-2024,673959.43,REVENUE,2024-10-01,2024-11-21,2,Performance correction,MGR-003
QA-000338,MGR-002,2024,Q4-2024,399141.69,BOOKINGS,2024-10-01,2024-12-28,3,Performance correction,MGR-002
QA-000339,MGR-003,2023,Q1-2023,279642.9,REVENUE,2023-01-01,2023-03-28,1,Initial,MGR-003
QA-000340,MGR-003,2023,Q2-2023,625269.73,ARR,2023-04-01,2023-05-06,1,Initial,MGR-001
QA-000341,MGR-003,2023,Q2-2023,312030.77,ARR,2023-04-01,2023-04-27,2,Annual planning,MGR-003
QA-000342,MGR-003,2023,Q2-2023,382350.37,ARR,2023-04-01,2023-06-28,3,Annual planning,MGR-003
QA-000343,MGR-003,2023,Q3-2023,380917.57,REVENUE,2023-07-01,2023-07-25,1,Initial,MGR-003
QA-000344,MGR-003,2023,Q3-2023,587936.81,BOOKINGS,2023-07-01,2023-09-28,2,Performance correction,MGR-003
QA-000345,MGR-003,2023,Q4-2023,212666.83,REVENUE,2023-10-01,2023-11-04,1,Initial,MGR-003
QA-000346,MGR-003,2023,Q4-2023,490131.28,BOOKINGS,2023-10-01,2023-11-09,2,Mid-year adjustment,MGR-002
QA-000347,MGR-003,2023,Q4-2023,674185.7,BOOKINGS,2023-10-01,2023-12-28,3,Annual planning,MGR-003
QA-000348,MGR-003,2024,Q1-2024,389118.4,ARR,2024-01-01,2024-03-28,1,Initial,MGR-003
QA-000349,MGR-003,2024,Q2-2024,649358.52,ARR,2024-04-01,2024-05-13,1,Initial,MGR-001
QA-000350,MGR-003,2024,Q2-2024,743481.3,ARR,2024-04-01,2024-05-05,2,Territory realignment,MGR-001
QA-000351,MGR-003,2024,Q2-2024,414837.02,ARR,2024-04-01,2024-06-28,3,New hire ramp,MGR-003
QA-000352,MGR-003,2024,Q3-2024,447526.94,ARR,2024-07-01,2024-09-28,1,Initial,MGR-003
QA-000353,MGR-003,2024,Q4-2024,356730.39,ARR,2024-10-01,2024-10-26,1,Initial,MGR-003
QA-000354,MGR-003,2024,Q4-2024,418084.21,ARR,2024-10-01,2024-11-16,2,Mid-year adjustment,MGR-001
QA-000355,MGR-003,2024,Q4-2024,876304.34,ARR,2024-10-01,2024-12-28,3,New hire ramp,MGR-001
