claim_id,employee_id,claim_date,expense_category,vendor_name,currency,amount_local,amount_usd,fx_rate,project_code,cost_center,approval_status,approver_id,receipt_attached,notes,reimbursable
EXP-0000361,EMP-001507,2024-09-03,Marketing Materials,Vendor-2,AUD,12368.78,8039.71,0.65,PROJ-042,CC-0009,REJECTED,MGR-001,Y,Conference attendance,Y
EXP-0000362,EMP-001502,2024-03-02,Telecoms,Vendor-194,SGD,5169.91,3825.73,0.74,PROJ-028,CC-0003,CANCELLED,MGR-001,Y,Monthly subscription,N
EXP-0000363,EMP-001490,2024-11-22,Training,Vendor-92,GBP,8542.32,10848.75,1.27,PROJ-048,CC-0016,REJECTED,MGR-002,Y,Team lunch,N
EXP-0000364,EMP-000350,2024-02-13,Software License,Vendor-105,CAD,3429.39,2537.75,0.74,PROJ-030,CC-0015,REJECTED,MGR-002,Y,Team lunch,N
EXP-0000365,EMP-001538,2025-01-29,Office Supplies,Vendor-7,EUR,2139.82,2332.4,1.09,PROJ-009,CC-0011,CANCELLED,MGR-003,N,Team lunch,N
EXP-0000366,EMP-001675,2024-06-25,Travel-Ground,Vendor-152,USD,6521.38,6521.38,1.0,PROJ-012,CC-0007,APPROVED,MGR-001,Y,Team lunch,Y
EXP-0000367,EMP-000045,2025-05-24,Office Supplies,Vendor-41,AUD,5066.36,3293.13,0.65,PROJ-020,CC-0018,REJECTED,MGR-001,N,Team lunch,N
EXP-0000368,EMP-001745,2024-06-12,Training,Vendor-171,JPY,6532.26,43.77,0.0067,PROJ-004,CC-0012,APPROVED,MGR-001,Y,,N
EXP-0000369,EMP-001063,2025-05-21,Meals,Vendor-107,AUD,2130.75,1384.99,0.65,PROJ-032,CC-0001,REJECTED,MGR-003,N,Monthly subscription,N
EXP-0000370,EMP-001227,2024-05-12,Marketing Materials,Vendor-73,JPY,9178.29,61.49,0.0067,PROJ-022,CC-0012,PENDING,MGR-002,Y,Conference attendance,Y
EXP-0000371,EMP-000505,2024-08-02,Software License,Vendor-177,SGD,5556.43,4111.76,0.74,PROJ-015,CC-0011,CANCELLED,MGR-002,Y,,N
EXP-0000372,EMP-001978,2024-11-25,Telecoms,Vendor-59,CAD,13528.82,10011.33,0.74,PROJ-046,CC-0019,PENDING,MGR-001,Y,,N
EXP-0000373,EMP-001804,2024-04-07,Office Supplies,Vendor-193,USD,4708.77,4708.77,1.0,PROJ-010,CC-0020,REJECTED,MGR-001,Y,Team lunch,N
EXP-0000374,EMP-001593,2024-07-16,Client Entertainment,Vendor-183,GBP,6747.78,8569.68,1.27,PROJ-010,CC-0012,APPROVED,MGR-002,N,Client visit,Y
EXP-0000375,EMP-001272,2025-05-09,Marketing Materials,Vendor-38,INR,5348.97,64.19,0.012,PROJ-018,CC-0011,CANCELLED,MGR-002,N,,Y
EXP-0000376,EMP-000125,2024-07-18,Marketing Materials,Vendor-130,GBP,4441.34,5640.5,1.27,PROJ-019,CC-0008,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0000377,EMP-000052,2024-01-30,Office Supplies,Vendor-21,CAD,2169.45,1605.39,0.74,PROJ-024,CC-0015,PENDING,MGR-002,Y,,Y
EXP-0000378,EMP-000221,2024-10-07,Training,Vendor-71,SGD,11379.34,8420.71,0.74,PROJ-013,CC-0020,CANCELLED,MGR-002,N,,Y
EXP-0000379,EMP-000254,2024-02-23,Software License,Vendor-142,INR,14342.02,172.1,0.012,PROJ-031,CC-0012,PENDING,MGR-002,Y,,Y
EXP-0000380,EMP-000811,2024-07-01,Software License,Vendor-157,JPY,9698.46,64.98,0.0067,PROJ-049,CC-0002,REJECTED,MGR-002,Y,,Y
EXP-0000381,EMP-001899,2024-03-10,Travel-Ground,Vendor-39,EUR,7455.18,8126.15,1.09,PROJ-007,CC-0017,PENDING,MGR-003,N,Conference attendance,N
EXP-0000382,EMP-000846,2024-12-17,Travel-Hotel,Vendor-127,INR,5078.99,60.95,0.012,PROJ-026,CC-0018,APPROVED,MGR-003,Y,,N
EXP-0000383,EMP-000184,2024-07-31,Training,Vendor-41,EUR,8225.98,8966.32,1.09,PROJ-008,CC-0009,PENDING,MGR-001,Y,,Y
EXP-0000384,EMP-001429,2024-08-18,Training,Vendor-11,USD,9647.11,9647.11,1.0,PROJ-003,CC-0008,PENDING,MGR-001,N,,N
EXP-0000385,EMP-001300,2025-02-09,Travel-Air,Vendor-131,INR,5819.0,69.83,0.012,PROJ-049,CC-0010,CANCELLED,MGR-001,Y,,Y
EXP-0000386,EMP-000074,2024-08-01,Meals,Vendor-150,USD,3009.86,3009.86,1.0,PROJ-032,CC-0001,REJECTED,MGR-003,Y,,N
EXP-0000387,EMP-000312,2024-01-08,Telecoms,Vendor-73,EUR,5963.75,6500.49,1.09,PROJ-018,CC-0018,REJECTED,MGR-003,Y,Client visit,Y
EXP-0000388,EMP-000670,2024-09-23,Office Supplies,Vendor-31,AUD,5023.94,3265.56,0.65,PROJ-042,CC-0010,CANCELLED,MGR-001,Y,,N
EXP-0000389,EMP-000086,2025-01-31,Travel-Hotel,Vendor-191,CAD,2780.63,2057.67,0.74,PROJ-014,CC-0007,REJECTED,MGR-003,N,,N
EXP-0000390,EMP-001327,2024-08-23,Telecoms,Vendor-65,INR,6962.06,83.54,0.012,PROJ-014,CC-0017,APPROVED,MGR-002,Y,Client visit,Y
EXP-0000391,EMP-001940,2025-02-01,Software License,Vendor-118,INR,3103.23,37.24,0.012,PROJ-026,CC-0020,PENDING,MGR-002,Y,,N
EXP-0000392,EMP-000220,2024-01-01,Travel-Air,Vendor-159,CAD,1174.34,869.01,0.74,PROJ-004,CC-0001,REJECTED,MGR-001,Y,Team lunch,N
EXP-0000393,EMP-000754,2024-08-08,Meals,Vendor-109,EUR,1467.52,1599.6,1.09,PROJ-048,CC-0012,APPROVED,MGR-002,Y,,Y
EXP-0000394,EMP-001841,2024-05-02,Client Entertainment,Vendor-37,AUD,11558.95,7513.32,0.65,PROJ-017,CC-0015,PENDING,MGR-001,Y,Team lunch,Y
EXP-0000395,EMP-001485,2024-08-28,Training,Vendor-149,USD,1697.68,1697.68,1.0,PROJ-045,CC-0018,REJECTED,MGR-002,Y,,N
EXP-0000396,EMP-000314,2024-08-08,Travel-Hotel,Vendor-102,GBP,10974.2,13937.23,1.27,PROJ-044,CC-0013,APPROVED,MGR-001,Y,Team lunch,N
EXP-0000397,EMP-000028,2024-02-15,Travel-Hotel,Vendor-198,JPY,2633.59,17.65,0.0067,PROJ-018,CC-0010,CANCELLED,MGR-001,Y,Conference attendance,N
EXP-0000398,EMP-000918,2024-01-02,Travel-Air,Vendor-145,CAD,3529.93,2612.15,0.74,PROJ-028,CC-0018,CANCELLED,MGR-001,Y,Monthly subscription,N
EXP-0000399,EMP-000935,2025-04-28,Marketing Materials,Vendor-42,GBP,8974.76,11397.95,1.27,PROJ-024,CC-0012,PENDING,MGR-002,Y,Team lunch,Y
EXP-0000400,EMP-000712,2024-10-26,Travel-Ground,Vendor-173,JPY,5587.93,37.44,0.0067,PROJ-049,CC-0016,CANCELLED,MGR-002,Y,Conference attendance,N
EXP-0000401,EMP-000735,2025-04-22,Training,Vendor-193,EUR,4998.73,5448.62,1.09,PROJ-035,CC-0006,APPROVED,MGR-002,N,,N
EXP-0000402,EMP-001175,2024-05-22,Meals,Vendor-178,EUR,12767.96,13917.08,1.09,PROJ-026,CC-0003,CANCELLED,MGR-001,Y,,Y
EXP-0000403,EMP-001128,2024-06-17,Meals,Vendor-176,USD,3828.21,3828.21,1.0,PROJ-046,CC-0011,CANCELLED,MGR-001,Y,,N
EXP-0000404,EMP-001679,2025-02-06,Meals,Vendor-148,JPY,7851.58,52.61,0.0067,PROJ-023,CC-0014,APPROVED,MGR-001,Y,Client visit,Y
EXP-0000405,EMP-001986,2025-05-31,Travel-Hotel,Vendor-127,USD,13398.82,13398.82,1.0,PROJ-010,CC-0003,REJECTED,MGR-001,Y,Monthly subscription,Y
EXP-0000406,EMP-000392,2024-01-25,Travel-Air,Vendor-8,GBP,14273.74,18127.65,1.27,PROJ-019,CC-0004,PENDING,MGR-001,Y,Conference attendance,N
EXP-0000407,EMP-000865,2025-01-01,Office Supplies,Vendor-3,SGD,14265.68,10556.6,0.74,PROJ-045,CC-0020,REJECTED,MGR-002,Y,Monthly subscription,Y
EXP-0000408,EMP-001208,2025-05-04,Telecoms,Vendor-152,AUD,6433.57,4181.82,0.65,PROJ-003,CC-0016,APPROVED,MGR-002,Y,Monthly subscription,Y
EXP-0000409,EMP-001764,2025-01-27,Marketing Materials,Vendor-198,AUD,10512.47,6833.11,0.65,PROJ-007,CC-0014,REJECTED,MGR-003,Y,Conference attendance,N
EXP-0000410,EMP-001555,2024-03-29,Training,Vendor-65,USD,14441.9,14441.9,1.0,PROJ-035,CC-0003,APPROVED,MGR-001,Y,Team lunch,N
EXP-0000411,EMP-000962,2024-02-05,Software License,Vendor-80,INR,3628.27,43.54,0.012,PROJ-036,CC-0015,PENDING,MGR-003,Y,Conference attendance,Y
EXP-0000412,EMP-001383,2024-01-29,Marketing Materials,Vendor-114,EUR,8905.5,9707.0,1.09,PROJ-005,CC-0017,PENDING,MGR-002,Y,,N
EXP-0000413,EMP-000241,2025-06-13,Training,Vendor-45,USD,3805.53,3805.53,1.0,PROJ-029,CC-0010,PENDING,MGR-001,Y,,N
EXP-0000414,EMP-000318,2024-03-19,Meals,Vendor-124,JPY,1654.02,11.08,0.0067,PROJ-032,CC-0008,APPROVED,MGR-002,N,Team lunch,Y
EXP-0000415,EMP-000697,2025-05-20,Meals,Vendor-183,AUD,2748.34,1786.42,0.65,PROJ-029,CC-0004,APPROVED,MGR-001,N,Client visit,Y
EXP-0000416,EMP-001627,2025-03-16,Travel-Air,Vendor-182,SGD,7447.22,5510.94,0.74,PROJ-034,CC-0012,APPROVED,MGR-002,Y,Conference attendance,N
EXP-0000417,EMP-000865,2024-03-09,Travel-Hotel,Vendor-23,JPY,8363.65,56.04,0.0067,PROJ-017,CC-0012,CANCELLED,MGR-002,N,Client visit,Y
EXP-0000418,EMP-001169,2024-07-10,Meals,Vendor-115,USD,2438.31,2438.31,1.0,PROJ-043,CC-0018,REJECTED,MGR-003,Y,Team lunch,Y
EXP-0000419,EMP-000238,2024-02-10,Meals,Vendor-52,EUR,8735.99,9522.23,1.09,PROJ-010,CC-0010,PENDING,MGR-003,Y,Conference attendance,N
EXP-0000420,EMP-000025,2024-04-25,Marketing Materials,Vendor-171,USD,7657.84,7657.84,1.0,PROJ-018,CC-0019,APPROVED,MGR-002,N,Monthly subscription,Y
EXP-0000421,EMP-000387,2025-05-01,Training,Vendor-123,SGD,12020.37,8895.07,0.74,PROJ-014,CC-0004,PENDING,MGR-002,Y,Client visit,Y
EXP-0000422,EMP-000140,2025-05-04,Marketing Materials,Vendor-19,EUR,12919.17,14081.9,1.09,PROJ-037,CC-0006,PENDING,MGR-003,Y,,N
EXP-0000423,EMP-000833,2024-03-02,Office Supplies,Vendor-11,CAD,12421.35,9191.8,0.74,PROJ-021,CC-0013,APPROVED,MGR-001,Y,Team lunch,N
EXP-0000424,EMP-000261,2025-05-05,Telecoms,Vendor-131,CAD,11231.64,8311.41,0.74,PROJ-027,CC-0006,PENDING,MGR-003,Y,Team lunch,Y
EXP-0000425,EMP-000855,2024-03-08,Marketing Materials,Vendor-22,JPY,9001.33,60.31,0.0067,PROJ-046,CC-0005,APPROVED,MGR-002,Y,Team lunch,N
EXP-0000426,EMP-001879,2024-12-15,Client Entertainment,Vendor-138,SGD,9756.0,7219.44,0.74,PROJ-039,CC-0011,REJECTED,MGR-002,Y,Team lunch,Y
EXP-0000427,EMP-001417,2025-05-16,Software License,Vendor-137,SGD,5062.76,3746.44,0.74,PROJ-034,CC-0020,APPROVED,MGR-002,Y,Monthly subscription,N
EXP-0000428,EMP-001856,2024-11-27,Meals,Vendor-145,CAD,4702.64,3479.95,0.74,PROJ-013,CC-0012,REJECTED,MGR-001,Y,,N
EXP-0000429,EMP-000869,2024-07-11,Telecoms,Vendor-36,AUD,3966.01,2577.91,0.65,PROJ-050,CC-0010,PENDING,MGR-003,Y,,N
EXP-0000430,EMP-001192,2025-06-16,Travel-Ground,Vendor-31,CAD,11972.48,8859.64,0.74,PROJ-047,CC-0010,PENDING,MGR-001,Y,Client visit,N
EXP-0000431,EMP-000992,2024-10-04,Telecoms,Vendor-118,INR,3692.05,44.3,0.012,PROJ-035,CC-0011,PENDING,MGR-002,Y,Monthly subscription,Y
EXP-0000432,EMP-000806,2024-01-04,Travel-Hotel,Vendor-49,JPY,12198.59,81.73,0.0067,PROJ-017,CC-0016,CANCELLED,MGR-003,Y,,N
EXP-0000433,EMP-000876,2025-05-16,Telecoms,Vendor-28,CAD,3992.86,2954.72,0.74,PROJ-031,CC-0014,CANCELLED,MGR-002,Y,Client visit,Y
EXP-0000434,EMP-001642,2024-02-25,Travel-Air,Vendor-18,GBP,5426.41,6891.54,1.27,PROJ-018,CC-0004,REJECTED,MGR-001,Y,,N
EXP-0000435,EMP-001353,2024-03-02,Travel-Air,Vendor-29,CAD,608.66,450.41,0.74,PROJ-022,CC-0020,REJECTED,MGR-002,Y,Client visit,Y
EXP-0000436,EMP-001169,2024-09-30,Marketing Materials,Vendor-91,CAD,9278.5,6866.09,0.74,PROJ-016,CC-0005,APPROVED,MGR-003,Y,Client visit,Y
EXP-0000437,EMP-001263,2024-01-18,Travel-Ground,Vendor-24,JPY,3055.09,20.47,0.0067,PROJ-037,CC-0020,REJECTED,MGR-002,Y,Conference attendance,Y
EXP-0000438,EMP-000942,2024-06-18,Travel-Ground,Vendor-57,JPY,3322.39,22.26,0.0067,PROJ-018,CC-0004,APPROVED,MGR-001,Y,Team lunch,N
EXP-0000439,EMP-000206,2024-03-24,Office Supplies,Vendor-183,SGD,3208.68,2374.42,0.74,PROJ-029,CC-0015,PENDING,MGR-003,Y,,N
EXP-0000440,EMP-000557,2024-07-29,Training,Vendor-112,USD,8123.56,8123.56,1.0,PROJ-034,CC-0011,REJECTED,MGR-001,Y,,N
EXP-0000441,EMP-000764,2024-05-27,Travel-Hotel,Vendor-154,SGD,9102.24,6735.66,0.74,PROJ-045,CC-0013,PENDING,MGR-002,N,Client visit,N
EXP-0000442,EMP-000510,2024-10-24,Meals,Vendor-98,INR,6082.48,72.99,0.012,PROJ-039,CC-0016,APPROVED,MGR-003,N,,Y
EXP-0000443,EMP-000045,2025-02-02,Telecoms,Vendor-89,SGD,10698.91,7917.19,0.74,PROJ-024,CC-0013,APPROVED,MGR-002,Y,,N
EXP-0000444,EMP-000523,2024-12-22,Meals,Vendor-69,JPY,1351.02,9.05,0.0067,PROJ-024,CC-0009,CANCELLED,MGR-001,N,Client visit,Y
EXP-0000445,EMP-000747,2024-02-19,Meals,Vendor-24,USD,14687.63,14687.63,1.0,PROJ-046,CC-0006,APPROVED,MGR-003,Y,Monthly subscription,Y
EXP-0000446,EMP-000601,2024-05-25,Office Supplies,Vendor-72,AUD,6801.98,4421.29,0.65,PROJ-012,CC-0008,CANCELLED,MGR-002,N,,Y
EXP-0000447,EMP-001272,2024-02-23,Telecoms,Vendor-168,CAD,13078.43,9678.04,0.74,PROJ-048,CC-0006,REJECTED,MGR-003,Y,Team lunch,Y
EXP-0000448,EMP-001969,2024-07-19,Telecoms,Vendor-183,CAD,267.56,197.99,0.74,PROJ-005,CC-0003,APPROVED,MGR-002,N,,Y
EXP-0000449,EMP-000756,2024-07-02,Travel-Ground,Vendor-137,SGD,8306.05,6146.48,0.74,PROJ-012,CC-0008,APPROVED,MGR-002,N,Monthly subscription,Y
EXP-0000450,EMP-000343,2024-02-19,Training,Vendor-40,USD,5913.15,5913.15,1.0,PROJ-009,CC-0008,REJECTED,MGR-003,Y,Team lunch,Y
EXP-0000451,EMP-000226,2024-09-11,Travel-Ground,Vendor-164,SGD,2635.42,1950.21,0.74,PROJ-039,CC-0002,APPROVED,MGR-002,N,Conference attendance,N
EXP-0000452,EMP-001004,2025-02-08,Marketing Materials,Vendor-139,SGD,7938.11,5874.2,0.74,PROJ-047,CC-0013,CANCELLED,MGR-003,Y,,N
EXP-0000453,EMP-000835,2024-06-19,Marketing Materials,Vendor-128,AUD,7856.82,5106.93,0.65,PROJ-009,CC-0002,PENDING,MGR-001,Y,Monthly subscription,Y
EXP-0000454,EMP-000614,2025-01-17,Travel-Air,Vendor-81,JPY,5744.76,38.49,0.0067,PROJ-032,CC-0007,APPROVED,MGR-001,Y,,Y
EXP-0000455,EMP-001619,2024-05-23,Client Entertainment,Vendor-102,SGD,12979.31,9604.69,0.74,PROJ-016,CC-0005,APPROVED,MGR-001,Y,Monthly subscription,N
EXP-0000456,EMP-000953,2025-01-15,Meals,Vendor-119,JPY,7000.57,46.9,0.0067,PROJ-009,CC-0014,APPROVED,MGR-001,N,,Y
EXP-0000457,EMP-000718,2025-04-21,Office Supplies,Vendor-168,AUD,5616.79,3650.91,0.65,PROJ-028,CC-0003,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0000458,EMP-000397,2024-11-13,Marketing Materials,Vendor-43,GBP,5293.71,6723.01,1.27,PROJ-001,CC-0004,PENDING,MGR-003,Y,Conference attendance,Y
EXP-0000459,EMP-000761,2024-01-25,Training,Vendor-104,CAD,9463.81,7003.22,0.74,PROJ-022,CC-0020,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0000460,EMP-001200,2024-05-06,Training,Vendor-195,USD,12020.35,12020.35,1.0,PROJ-032,CC-0014,APPROVED,MGR-003,Y,Client visit,N
EXP-0000461,EMP-000901,2024-09-30,Travel-Ground,Vendor-37,INR,9912.64,118.95,0.012,PROJ-049,CC-0007,APPROVED,MGR-003,Y,Monthly subscription,N
EXP-0000462,EMP-000621,2024-01-13,Travel-Ground,Vendor-50,CAD,637.96,472.09,0.74,PROJ-027,CC-0019,PENDING,MGR-002,N,Team lunch,N
EXP-0000463,EMP-000136,2024-06-16,Travel-Air,Vendor-68,CAD,18.5,13.69,0.74,PROJ-047,CC-0016,APPROVED,MGR-001,Y,Client visit,N
EXP-0000464,EMP-000942,2024-12-16,Telecoms,Vendor-187,GBP,1208.74,1535.1,1.27,PROJ-024,CC-0016,REJECTED,MGR-003,Y,,N
EXP-0000465,EMP-001711,2025-06-16,Client Entertainment,Vendor-153,EUR,10019.6,10921.36,1.09,PROJ-050,CC-0008,PENDING,MGR-001,Y,Team lunch,N
EXP-0000466,EMP-000616,2025-05-25,Office Supplies,Vendor-14,INR,14099.7,169.2,0.012,PROJ-038,CC-0010,REJECTED,MGR-001,N,,Y
EXP-0000467,EMP-000510,2025-04-20,Travel-Ground,Vendor-26,CAD,13212.38,9777.16,0.74,PROJ-045,CC-0018,REJECTED,MGR-002,Y,Team lunch,N
EXP-0000468,EMP-000333,2025-05-07,Travel-Hotel,Vendor-199,AUD,1226.13,796.98,0.65,PROJ-021,CC-0002,CANCELLED,MGR-002,Y,Client visit,N
EXP-0000469,EMP-000684,2025-01-14,Travel-Hotel,Vendor-79,SGD,14675.6,10859.94,0.74,PROJ-016,CC-0016,CANCELLED,MGR-002,N,Team lunch,N
EXP-0000470,EMP-001251,2024-06-17,Software License,Vendor-41,CAD,4304.15,3185.07,0.74,PROJ-039,CC-0011,CANCELLED,MGR-001,Y,Conference attendance,Y
EXP-0000471,EMP-000878,2025-05-19,Travel-Hotel,Vendor-179,USD,2259.19,2259.19,1.0,PROJ-042,CC-0005,APPROVED,MGR-001,Y,Client visit,Y
EXP-0000472,EMP-001728,2025-01-10,Software License,Vendor-171,EUR,4378.43,4772.49,1.09,PROJ-037,CC-0003,APPROVED,MGR-001,Y,Monthly subscription,Y
EXP-0000473,EMP-000169,2024-02-10,Telecoms,Vendor-1,USD,14944.77,14944.77,1.0,PROJ-013,CC-0006,CANCELLED,MGR-002,Y,Monthly subscription,N
EXP-0000474,EMP-000583,2024-05-21,Travel-Hotel,Vendor-119,GBP,12478.72,15847.97,1.27,PROJ-039,CC-0009,PENDING,MGR-003,Y,Team lunch,Y
EXP-0000475,EMP-001746,2024-12-12,Travel-Ground,Vendor-178,AUD,490.19,318.62,0.65,PROJ-031,CC-0015,REJECTED,MGR-003,Y,Monthly subscription,N
EXP-0000476,EMP-000482,2024-11-12,Software License,Vendor-54,JPY,12106.42,81.11,0.0067,PROJ-016,CC-0015,PENDING,MGR-003,N,Conference attendance,Y
EXP-0000477,EMP-000242,2024-05-31,Travel-Hotel,Vendor-115,USD,8819.37,8819.37,1.0,PROJ-009,CC-0005,APPROVED,MGR-002,Y,,N
EXP-0000478,EMP-000892,2025-02-23,Travel-Hotel,Vendor-165,CAD,10782.42,7978.99,0.74,PROJ-043,CC-0018,REJECTED,MGR-003,N,Team lunch,Y
EXP-0000479,EMP-000393,2024-12-19,Travel-Hotel,Vendor-13,INR,2356.4,28.28,0.012,PROJ-003,CC-0009,CANCELLED,MGR-001,Y,Team lunch,N
EXP-0000480,EMP-001671,2024-11-30,Office Supplies,Vendor-169,INR,6749.69,81.0,0.012,PROJ-021,CC-0019,PENDING,MGR-001,N,Monthly subscription,N
EXP-0000481,EMP-000686,2024-05-31,Travel-Air,Vendor-36,GBP,7308.54,9281.85,1.27,PROJ-016,CC-0017,CANCELLED,MGR-002,N,,Y
EXP-0000482,EMP-000019,2025-01-04,Software License,Vendor-158,JPY,586.35,3.93,0.0067,PROJ-024,CC-0011,APPROVED,MGR-001,Y,,Y
EXP-0000483,EMP-001394,2025-06-01,Client Entertainment,Vendor-136,CAD,2225.61,1646.95,0.74,PROJ-026,CC-0017,PENDING,MGR-002,Y,Team lunch,N
EXP-0000484,EMP-000682,2024-01-19,Office Supplies,Vendor-151,SGD,677.26,501.17,0.74,PROJ-041,CC-0003,CANCELLED,MGR-002,Y,,Y
EXP-0000485,EMP-000457,2025-04-05,Client Entertainment,Vendor-77,INR,12523.68,150.28,0.012,PROJ-042,CC-0002,PENDING,MGR-003,Y,Team lunch,N
EXP-0000486,EMP-000084,2024-08-15,Training,Vendor-62,USD,7965.83,7965.83,1.0,PROJ-026,CC-0001,CANCELLED,MGR-001,Y,Monthly subscription,N
EXP-0000487,EMP-001951,2024-11-09,Telecoms,Vendor-170,USD,7531.26,7531.26,1.0,PROJ-004,CC-0016,PENDING,MGR-003,Y,Conference attendance,Y
EXP-0000488,EMP-000673,2024-06-30,Marketing Materials,Vendor-168,JPY,8415.71,56.39,0.0067,PROJ-013,CC-0001,CANCELLED,MGR-001,Y,,Y
EXP-0000489,EMP-000266,2024-09-21,Travel-Ground,Vendor-169,SGD,320.16,236.92,0.74,PROJ-019,CC-0009,CANCELLED,MGR-001,Y,Client visit,Y
EXP-0000490,EMP-001909,2024-10-22,Client Entertainment,Vendor-139,INR,1473.09,17.68,0.012,PROJ-045,CC-0018,APPROVED,MGR-001,N,Conference attendance,Y
EXP-0000491,EMP-001578,2024-10-03,Travel-Ground,Vendor-30,CAD,999.07,739.31,0.74,PROJ-049,CC-0015,REJECTED,MGR-001,Y,,Y
EXP-0000492,EMP-000570,2024-03-26,Software License,Vendor-24,SGD,10023.3,7417.24,0.74,PROJ-023,CC-0006,CANCELLED,MGR-001,Y,,Y
EXP-0000493,EMP-000333,2024-05-29,Software License,Vendor-42,GBP,14881.92,18900.04,1.27,PROJ-034,CC-0018,PENDING,MGR-002,Y,Conference attendance,N
EXP-0000494,EMP-000886,2024-04-16,Marketing Materials,Vendor-199,JPY,11892.05,79.68,0.0067,PROJ-026,CC-0007,PENDING,MGR-001,Y,,Y
EXP-0000495,EMP-001913,2025-05-21,Marketing Materials,Vendor-198,CAD,12519.32,9264.3,0.74,PROJ-030,CC-0013,REJECTED,MGR-003,Y,Client visit,Y
EXP-0000496,EMP-000008,2024-12-29,Travel-Air,Vendor-171,USD,6799.11,6799.11,1.0,PROJ-024,CC-0011,CANCELLED,MGR-003,Y,Monthly subscription,N
EXP-0000497,EMP-000197,2025-06-17,Marketing Materials,Vendor-197,GBP,2019.85,2565.21,1.27,PROJ-008,CC-0019,PENDING,MGR-002,Y,,N
EXP-0000498,EMP-000067,2024-11-20,Meals,Vendor-80,GBP,9377.95,11910.0,1.27,PROJ-035,CC-0014,REJECTED,MGR-001,Y,Conference attendance,N
EXP-0000499,EMP-001671,2025-01-23,Travel-Ground,Vendor-72,EUR,10441.64,11381.39,1.09,PROJ-022,CC-0014,APPROVED,MGR-003,Y,Conference attendance,N
EXP-0000500,EMP-000834,2024-01-24,Travel-Air,Vendor-73,AUD,11082.04,7203.33,0.65,PROJ-021,CC-0006,APPROVED,MGR-001,Y,Monthly subscription,Y
EXP-0000501,EMP-001573,2024-12-07,Software License,Vendor-32,GBP,14619.84,18567.2,1.27,PROJ-012,CC-0019,PENDING,MGR-003,Y,Client visit,Y
EXP-0000502,EMP-001558,2024-03-22,Marketing Materials,Vendor-148,AUD,4679.21,3041.49,0.65,PROJ-045,CC-0018,REJECTED,MGR-003,Y,Conference attendance,N
EXP-0000503,EMP-001799,2025-03-06,Travel-Hotel,Vendor-169,USD,4685.26,4685.26,1.0,PROJ-022,CC-0009,APPROVED,MGR-001,Y,Conference attendance,Y
EXP-0000504,EMP-000088,2025-04-25,Software License,Vendor-104,GBP,13372.12,16982.59,1.27,PROJ-035,CC-0004,REJECTED,MGR-001,N,Conference attendance,N
EXP-0000505,EMP-001881,2024-04-16,Travel-Air,Vendor-121,EUR,2785.09,3035.75,1.09,PROJ-014,CC-0005,PENDING,MGR-003,N,Team lunch,Y
EXP-0000506,EMP-001495,2024-07-11,Training,Vendor-141,AUD,8654.59,5625.48,0.65,PROJ-016,CC-0002,CANCELLED,MGR-001,Y,Client visit,N
EXP-0000507,EMP-001995,2025-02-25,Telecoms,Vendor-74,INR,2051.8,24.62,0.012,PROJ-018,CC-0008,APPROVED,MGR-003,Y,Monthly subscription,N
EXP-0000508,EMP-000831,2024-07-14,Client Entertainment,Vendor-177,USD,14667.46,14667.46,1.0,PROJ-009,CC-0019,PENDING,MGR-003,Y,,Y
EXP-0000509,EMP-000473,2024-09-12,Travel-Air,Vendor-188,EUR,10668.91,11629.11,1.09,PROJ-005,CC-0013,PENDING,MGR-001,Y,Conference attendance,Y
EXP-0000510,EMP-001700,2024-01-15,Office Supplies,Vendor-28,CAD,10761.38,7963.42,0.74,PROJ-022,CC-0007,CANCELLED,MGR-001,N,,Y
EXP-0000511,EMP-000842,2025-01-22,Marketing Materials,Vendor-175,INR,4883.42,58.6,0.012,PROJ-018,CC-0015,PENDING,MGR-003,N,Client visit,N
EXP-0000512,EMP-001364,2024-09-05,Training,Vendor-126,INR,2828.13,33.94,0.012,PROJ-018,CC-0014,APPROVED,MGR-002,Y,Team lunch,N
EXP-0000513,EMP-001821,2024-03-02,Training,Vendor-135,EUR,930.45,1014.19,1.09,PROJ-019,CC-0007,CANCELLED,MGR-001,Y,Client visit,N
EXP-0000514,EMP-001576,2024-01-15,Training,Vendor-196,AUD,2664.13,1731.68,0.65,PROJ-034,CC-0003,CANCELLED,MGR-002,Y,,Y
EXP-0000515,EMP-001770,2024-10-09,Training,Vendor-100,SGD,3021.85,2236.17,0.74,PROJ-018,CC-0006,CANCELLED,MGR-001,Y,Client visit,Y
EXP-0000516,EMP-000788,2024-08-12,Marketing Materials,Vendor-131,CAD,9681.85,7164.57,0.74,PROJ-042,CC-0005,APPROVED,MGR-002,Y,,N
EXP-0000517,EMP-001349,2025-06-12,Client Entertainment,Vendor-192,GBP,4084.46,5187.26,1.27,PROJ-026,CC-0001,APPROVED,MGR-003,Y,Client visit,N
EXP-0000518,EMP-001552,2024-07-06,Training,Vendor-136,AUD,12147.56,7895.91,0.65,PROJ-001,CC-0005,APPROVED,MGR-002,Y,,N
